Feature,Mean |SHAP value|
premium,9874.928075066928
age,3023.9962798297897
discount_eligibility,669.1047826666905
bmi,470.06651709840645
children,45.39709390094578
northwest,6.104824855157286
southwest,5.767384855215304
southeast,5.5811742709661365
gender,2.8963131570401766
northeast,1.7252056135530076
