Feature,Mean |SHAP value|
premium,10400.234992277181
age,3503.6851326607994
discount_eligibility,432.0701745274375
bmi,303.46946889267076
children,36.33028171403196
southwest,6.0195680076583145
gender,3.889810964371866
southeast,3.4663538518171753
northeast,0.8827976284175458
northwest,0.7830493907265555
